,filename,measure,current_chord,next_chord,current_position,next_position
24599,410,24.5,Em7,C,0.2.0.0.0.0,x.3.2.0.1.0
24600,410,26.0,(C),G,x.3.2.0.1.0,3.2.0.0.0.3
24601,410,25.5,C,(C),x.3.2.0.1.0,x.3.2.0.1.0
24602,410,26.5,G,C,3.2.0.0.0.3,x.3.2.0.1.0
24623,410,68.5,Em,D,0.2.2.0.0.0,x.x.0.2.3.2
24629,410,75.5,D,G,x.x.0.2.3.2,3.2.0.0.0.3
24630,410,78.5,D,Am,x.x.0.2.3.2,x.0.2.2.1.0
24632,410,79.5,Am,G,x.0.2.2.1.0,3.2.0.0.0.3
24636,410,89.0,C,Cadd9,x.3.2.0.1.0,x.3.0.0.1.0
24638,410,90.0,Em,Emadd9,0.2.2.0.0.0,0.2.4.0.0.0
24639,410,89.5,Cadd9,Em,x.3.0.0.1.0,0.2.2.0.0.0
24641,410,90.5,Emadd9,Em7,0.2.4.0.0.0,0.2.0.0.0.0
24646,410,106.5,G,G7,3.2.0.0.0.3,3.2.0.0.0.1
24647,410,107.5,G7,C,3.2.0.0.0.1,x.3.2.0.1.0
24652,411,60.5,Cm,Bbm,x.3.5.5.4.3,x.1.3.3.2.1
24653,411,61.5,Bbm,Fm,x.1.3.3.2.1,1.3.3.1.1.1
24654,411,62.5,Fm,Eb/G,1.3.3.1.1.1,3.x.1.3.4.x
24655,411,64.0,Absus4,Ab,4.6.6.6.4.4,4.6.6.5.4.4
24656,411,63.5,Eb/G,Absus4,3.x.1.3.4.x,4.6.6.6.4.4
24657,411,64.5,Ab,Edim7,4.6.6.5.4.4,0.7.8.6.8.0
24658,411,66.0,Fm,Ab/Eb,x.8.10.10.9.8,11.x.10.8.9.x
24659,411,65.5,Edim7,Fm,0.7.8.6.8.0,x.8.10.10.9.8
24660,411,66.5,Ab/Eb,Ddim7,11.x.10.8.9.x,x.5.6.4.6.x
24661,411,67.5,Ddim7,Fdim7,x.5.6.4.6.x,x.8.9.7.9.x
24662,411,68.5,Fdim7,C/E,x.8.9.7.9.x,x.7.10.9.8.x
24663,412,1.5,Cm,F,8.10.10.8.8.8,x.8.10.10.10.x
24664,412,2.5,F,A#,x.8.10.10.10.x,6.8.8.7.x.x
24665,412,4.0,D#5,Ab,x.6.8.8.x.x,4.6.6.5.x.x
24666,412,3.5,A#,D#5,6.8.8.7.x.x,x.6.8.8.x.x
24671,412,19.0,Csus4,Cm,8.10.10.10.8.x,8.10.10.8.8.8
24672,412,21.0,Cm7,Cm6,8.10.8.8.8.x,8.x.7.8.8.x
24675,412,27.5,G5,F5,3.5.5.x.x.x,1.3.3.x.x.x
24676,412,28.5,F5,C5,1.3.3.x.x.x,x.3.5.5.x.x
24683,412,43.5,F/C,D5,x.3.3.2.1.x,x.x.0.2.3.x
24684,412,44.5,D5,G,x.x.0.2.3.x,3.2.0.0.0.x
24685,412,45.5,G,C,3.2.0.0.0.x,x.3.2.0.1.0
24686,412,46.5,C,F/C,x.3.2.0.1.0,x.3.3.2.1.x
24713,412,90.0,C,G,x.3.2.0.1.0,3.2.0.0.0.x
24715,412,90.5,G,F/C,3.2.0.0.0.x,x.3.3.2.1.x
24722,412,106.0,G5,C5,3.5.5.x.x.x,x.3.5.5.x.x
24750,412,163.0,Cm7,C5,8.10.8.8.8.x,8.10.x.x.x.x
24751,412,172.5,C7sus4(no5),C5,8.8.8.x.x.x,8.10.x.x.x.x
24752,412,173.5,C5,C7sus4(no5),8.10.x.x.x.x,8.8.8.x.x.x
24755,412,176.5,C7sus4(no5),Cm,8.8.8.x.x.x,8.10.10.8.8.8
24756,412,178.0,Cm7,Csus4,8.10.8.8.8.x,8.10.10.10.8.x
24757,412,177.5,Cm,Cm7,8.10.10.8.8.8,8.10.8.8.8.x
24760,412,181.0,Cm,Csus4,8.10.10.8.8.8,8.10.10.10.8.x
24761,412,180.5,Cm7,Cm,8.10.8.8.8.x,8.10.10.8.8.8
24764,412,183.5,Cm,Cm,8.10.10.8.8.8,8.10.10.8.8.8
24768,412,188.0,Csus4,Cm7,8.10.10.10.8.x,8.10.8.8.8.x
24775,413,28.5,E7,Bb7,x.7.6.7.5.x,6.x.6.7.6.x
24776,413,29.5,Bb7,Am,6.x.6.7.6.x,5.7.7.5.5.5
24777,413,31.0,F7,E7,x.8.7.8.6.x,x.7.6.7.5.x
24778,413,30.5,Am,F7,5.7.7.5.5.5,x.8.7.8.6.x
24779,413,31.5,E7,Am,x.7.6.7.5.x,5.7.7.5.5.5
24815,413,158.5,Am,Am,5.7.7.5.5.5,5.7.7.5.5.5
24816,414,0.0,G#m,E,4.6.6.4.4.4,x.7.6.4.5.4
24817,414,3.0,B,F#/Bb,7.6.4.4.4.x,6.4.4.3.2.2
24818,414,41.0,F#,G#m,x.9.x.x.11.x,x.11.x.x.12.x
24819,414,40.5,E,F#,x.7.x.x.9.x,x.9.x.x.11.x
24820,414,43.0,F#,E,x.9.x.x.11.x,x.7.x.x.9.x
24821,414,46.5,B,F#,7.9.9.8.7.7,x.9.11.11.11.x
24822,414,47.5,F#,C#madd9,x.9.11.11.11.x,9.11.11.9.9.11
24823,414,48.5,C#madd9,B,9.11.11.9.9.11,7.9.9.8.7.7
24829,415,4.0,D,G,x.x.0.2.3.2,3.2.0.0.0.3
24830,415,4.5,G,D,3.2.0.0.0.3,x.x.0.2.3.2
24837,415,12.0,G,F,3.2.0.0.0.3,x.x.3.2.1.1
24839,415,12.5,F,G,x.x.3.2.1.1,3.2.0.0.0.3
24843,415,15.5,D,A,x.x.0.2.3.2,x.0.2.2.2.x
24844,415,16.5,A,A7,x.0.2.2.2.x,x.0.2.2.2.3
24846,415,17.5,A7,D,x.0.2.2.2.3,x.x.0.2.3.2
24863,415,32.0,D,G,x.x.0.2.3.2,x.x.x.12.12.10
24864,415,31.5,D,D,x.x.0.2.3.2,x.x.0.2.3.2
24865,415,32.5,G,D,x.x.x.12.12.10,x.x.0.2.3.2
24874,415,39.5,D,A7,x.x.0.2.3.2,x.0.2.2.2.3
24930,416,0.5,A5,D/A,x.0.2.2.5.5,x.0.4.2.3.2
24931,416,1.5,D/A,A5,x.0.4.2.3.2,x.0.2.2.5.5
24938,416,28.5,B5,G5,x.2.4.4.x.x,3.x.0.0.3.3
24939,416,29.5,G5,A,3.x.0.0.3.3,x.0.2.2.2.x
24946,416,66.5,A,Em,x.0.2.2.2.x,0.2.2.0.0.0
24947,416,67.5,Em,G5,0.2.2.0.0.0,3.x.0.0.3.3
24948,416,68.5,G5,A5,3.x.0.0.3.3,x.0.2.2.5.5
24949,416,69.5,A5,G5,x.0.2.2.5.5,3.5.x.x.x.x
24950,416,73.0,C6,C5,x.3.7.x.x.x,x.3.5.x.x.x
24951,416,72.5,C5,C6,x.3.5.x.x.x,x.3.7.x.x.x
24952,416,73.5,C7,G5,x.3.5.3.5.x,3.5.x.x.x.x
24961,416,85.5,C7,F#m,x.3.5.3.5.x,2.4.4.2.x.x
24962,416,86.5,F#m,F#5,2.4.4.2.x.x,2.4.4.x.x.x
24963,416,87.5,F#5,Am7,2.4.4.x.x.x,5.x.5.5.5.x
24964,416,88.5,Am7,A5,5.x.5.5.5.x,x.0.2.2.5.5
24965,416,89.5,A5,F#m,x.0.2.2.5.5,2.4.4.2.x.x
24969,416,95.0,D5,D6,10.12.x.x.x.x,10.14.x.x.x.x
24970,416,96.0,D7,D6,10.12.10.11.x.x,10.14.x.x.x.x
24971,416,95.5,D6,D7,10.14.x.x.x.x,10.12.10.11.x.x
24973,416,96.5,D6,D5,10.14.x.x.x.x,10.12.x.x.x.x
24976,416,99.0,E5,E6,12.14.x.x.x.x,12.16.x.x.x.x
24977,416,98.5,D7,E5,10.12.10.11.x.x,12.14.x.x.x.x
24978,416,100.0,E7,E6,x.x.2.4.3.4,12.16.x.x.x.x
24979,416,99.5,E5,E7,12.14.x.x.x.x,x.x.2.4.3.4
24980,416,100.5,E6,E5,12.16.x.x.x.x,12.14.x.x.x.x
24981,416,101.5,E5,A5,12.14.x.x.x.x,x.0.2.2.5.5
24992,416,145.5,Gadd9/A,A,x.0.5.4.3.5,x.0.7.6.5.5
24993,416,146.5,A,Gadd9/A,x.0.7.6.5.5,x.0.5.4.3.5
24998,416,151.5,Gadd9/A,A5,x.0.5.4.3.5,x.0.2.2.5.5
25012,417,66.5,G5,G5,3.5.5.x.x.x,3.5.5.x.x.x
25013,417,68.0,Csus2,F/A,x.3.5.5.3.x,x.x.7.5.6.x
25014,417,67.5,G5,Csus2,3.5.5.x.x.x,x.3.5.5.3.x
25015,417,74.5,G5,C/E,3.5.5.x.x.x,x.7.5.5.x.x
25016,417,75.5,C/E,C5,x.7.5.5.x.x,x.3.5.5.x.x
25017,417,79.0,D,Dsus2,x.5.7.7.7.x,x.5.7.7.5.x
25018,417,78.5,G,D,3.5.5.4.3.3,x.5.7.7.7.x
25019,417,79.5,Dsus2,Csus2,x.5.7.7.5.x,x.3.5.5.3.x
25020,418,8.0,Fm,Db5,x.8.10.10.9.x,x.4.6.6.x.x
25021,418,9.0,Ab5,Eb5,4.6.6.x.x.x,x.6.8.8.x.x
25022,418,8.5,Db5,Ab5,x.4.6.6.x.x,4.6.6.x.x.x
25024,418,9.5,Eb5,Fm,x.6.8.8.x.x,x.8.10.10.9.x
25033,418,15.0,Ab5,C5,4.6.6.x.x.x,x.3.5.5.x.x
25036,418,15.5,C5,Fm,x.3.5.5.x.x,x.8.10.10.9.x
25039,418,17.5,Eb5,C5,x.6.8.8.x.x,x.3.5.5.x.x
25052,418,28.0,F5,Fm,1.3.3.x.x.x,1.3.3.1.1.1
25053,418,28.5,Fm,Db5,1.3.3.1.1.1,x.4.6.6.x.x
25057,418,31.5,Eb5,F5,x.6.8.8.x.x,1.3.3.x.x.x
25061,418,35.5,C5,C5,x.3.5.5.x.x,x.3.5.5.x.x
25095,418,66.0,F5,G5,1.3.3.x.x.x,3.5.x.x.x.x
25096,418,67.0,Db5,Bb5,x.4.6.6.x.x,6.8.8.x.x.x
25097,418,66.5,Ab5,Db5,4.6.6.x.x.x,x.4.6.6.x.x
25099,418,67.5,C5,F5,x.3.5.5.x.x,1.3.3.x.x.x
25100,418,69.0,Eb5,C5,x.6.8.8.x.x,8.10.10.x.x.x
25103,418,69.5,F5,F5,x.8.10.10.x.x,1.3.3.x.x.x
25110,418,73.5,F5,Db5,x.8.10.10.x.x,x.4.6.6.x.x
25113,418,77.0,F5,Eb5,x.8.10.10.x.x,x.6.8.8.x.x
25114,418,76.5,C5,F5,x.3.5.5.x.x,x.8.10.10.x.x
25115,418,77.5,Eb5,Db5,x.6.8.8.x.x,x.4.6.6.x.x
25119,418,107.5,Bb5,C5,6.8.8.x.x.x,8.10.10.x.x.x
25120,418,108.5,C5,Bb5,8.10.10.x.x.x,6.8.8.x.x.x
25121,418,109.5,Bb5,C,6.8.8.x.x.x,8.10.10.9.x.x
25142,418,130.5,F5,Fm,x.8.10.10.x.x,x.8.10.10.9.x
25155,419,5.0,C,Bb,x.3.2.0.1.0,x.1.3.3.3.x
25156,419,4.5,Dm,C,x.x.0.2.3.1,x.3.2.0.1.0
25157,419,6.0,C,Dm,x.3.2.0.1.0,x.x.0.2.3.1
25158,419,5.5,Bb,C,x.1.3.3.3.x,x.3.2.0.1.0
25170,419,12.5,C,C#m7,x.3.2.0.1.0,x.4.6.4.5.x
25171,419,13.5,C#m7,G#7,x.4.6.4.5.x,4.6.4.5.4.x
25172,419,15.0,C#m7,C,x.4.6.4.5.x,x.3.5.5.5.x
25173,419,14.5,G#7,C#m7,4.6.4.5.4.x,x.4.6.4.5.x
25174,419,16.0,E,E7,x.x.2.1.0.x,0.2.0.1.3.x
25175,419,15.5,D,E,x.5.7.7.7.x,x.x.2.1.0.x
25176,419,17.0,F#m7,B,2.4.2.2.2.2,x.2.4.4.4.x
25177,419,16.5,E7,F#m7,0.2.0.1.3.x,2.4.2.2.2.2
25178,419,18.0,E,A,x.x.2.1.0.x,x.0.2.2.2.x
25179,419,17.5,B,E,x.2.4.4.4.x,x.x.2.1.0.x
25181,419,18.5,A,F#m7,x.0.2.2.2.x,2.4.2.2.2.2
25185,419,20.5,A,Dm,x.0.2.2.2.x,x.x.0.2.3.1
25197,419,26.5,Dm,Bb,x.x.0.2.3.1,x.1.3.3.3.x
25201,419,32.0,E,E7,0.2.2.1.0.0,0.2.0.1.3.x
25202,419,31.5,D,E,x.5.7.7.7.x,0.2.2.1.0.0
25243,419,54.5,Dm,Dm,x.x.0.2.3.1,x.x.0.2.3.1
25323,420,19.5,G,Dsus2,3.5.5.4.3.3,x.x.0.2.3.0
25324,420,20.5,Dsus2,Dsus2/C#,x.x.0.2.3.0,x.4.x.2.3.0
25325,420,21.5,Dsus2/C#,Bm7,x.4.x.2.3.0,x.2.4.2.3.2
25326,420,22.5,Bm7,Gsus2,x.2.4.2.3.2,3.x.0.2.3.x
25327,420,23.5,Gsus2,Dsus2,3.x.0.2.3.x,x.x.0.2.3.0
25332,420,43.5,G5,Dsus2,3.x.0.0.x.x,x.x.0.2.3.0
25340,420,51.5,Gsus2,Bm,3.x.0.2.3.x,x.2.4.4.3.2
25341,420,52.5,Bm,G5,x.2.4.4.3.2,3.x.0.0.3.3
25342,420,53.5,G5,A,3.x.0.0.3.3,x.x.x.2.2.0
25343,420,54.5,A,F#m/A,x.x.x.2.2.0,x.x.x.2.2.2
25344,420,55.5,F#m/A,B5,x.x.x.2.2.2,x.2.4.4.x.x
25345,420,67.5,G,Dsus2,3.x.0.0.0.x,x.x.0.2.3.0
25368,420,90.5,Bm7,G,x.2.4.2.3.2,3.x.0.0.0.x
25369,421,17.5,Gm,Am,3.5.5.3.x.x,5.7.7.5.x.x
25370,421,18.5,Am,Gm,5.7.7.5.x.x,3.5.5.3.x.x
25371,421,19.5,Gm,Bbm,3.5.5.3.x.x,6.8.8.6.x.x
25372,421,20.5,Bbm,Gm,6.8.8.6.x.x,3.5.5.3.x.x
25376,421,47.5,C,F,x.3.2.0.1.x,1.3.3.2.1.1
25377,421,48.5,F,Bb,1.3.3.2.1.1,6.8.8.7.6.6
25378,421,49.5,Bb,Eb,6.8.8.7.6.6,x.6.5.0.4.x
25381,421,56.5,Bb,Gm,6.8.8.7.6.6,3.5.5.3.x.x
25397,421,159.5,Bb,G5,6.8.8.7.6.6,3.5.5.x.x.x
25398,422,17.0,A5,G5,x.x.7.9.x.x,x.x.5.7.x.x
25399,422,17.5,G5,F#5(#5),x.x.5.7.x.x,x.x.4.7.x.x
25400,423,1.5,G,Bm,3.2.0.0.0.3,x.2.4.4.3.2
25401,423,2.5,Bm,Em,x.2.4.4.3.2,0.2.2.0.0.0
25402,423,3.5,Em,Am,0.2.2.0.0.0,x.0.2.2.1.0
25403,423,4.5,Am,G,x.0.2.2.1.0,3.2.0.0.0.3
25407,423,8.5,Am,D,x.0.2.2.1.0,x.x.0.2.3.2
25408,423,9.5,D,Am,x.x.0.2.3.2,x.0.2.2.1.0
25410,423,13.5,Am,Bm,x.0.2.2.1.0,x.2.4.4.3.2
25411,423,14.5,Bm,Am,x.2.4.4.3.2,x.0.2.2.1.0
25415,424,4.0,G,D/F#,3.2.0.0.0.3,2.0.0.2.3.2
25416,424,4.5,D/F#,C,2.0.0.2.3.2,x.3.2.0.1.0
25417,424,6.0,G,Em,3.2.0.0.0.3,0.2.2.0.0.0
25418,424,5.5,C,G,x.3.2.0.1.0,3.2.0.0.0.3
25419,424,7.0,Am7,D,x.0.2.0.1.0,x.x.0.2.3.2
25420,424,6.5,Em,Am7,0.2.2.0.0.0,x.0.2.0.1.0
25422,424,7.5,D,G,x.x.0.2.3.2,3.2.0.0.0.3
25423,424,9.0,C,Am7,x.3.2.0.1.0,x.0.2.0.1.0
25426,424,9.5,Am7,G,x.0.2.0.1.0,3.2.0.0.0.3
25444,424,19.5,G,G,3.2.0.0.0.3,3.2.0.0.0.3
25445,424,21.0,G,Bm7,3.2.0.0.0.3,x.2.0.2.3.2
25448,424,21.5,Bm7,C,x.2.0.2.3.2,x.3.2.0.1.0
25460,424,27.5,Em,D,0.2.2.0.0.0,x.x.0.2.3.2
25461,424,29.0,D,C,x.x.0.2.3.2,x.3.2.0.1.0
25462,424,28.5,G,D,3.2.0.0.0.3,x.x.0.2.3.2
25518,424,58.5,C,D,x.3.2.0.1.0,x.x.0.2.3.2
25520,425,14.5,F,Dm,1.3.3.2.1.1,x.x.0.2.3.1
25521,425,15.5,Dm,F,x.x.0.2.3.1,1.3.3.2.1.1
25524,425,19.0,A#,A,6.8.8.7.6.6,5.7.7.6.5.5
25525,425,18.5,F,A#,1.3.3.2.1.1,6.8.8.7.6.6
25526,425,19.5,A,Dm,5.7.7.6.5.5,x.x.0.2.3.1
25537,425,31.5,Dm,A#,x.x.0.2.3.1,6.8.8.7.6.6
25544,425,52.5,Gm,C,3.5.5.3.3.3,x.3.2.0.1.x
25545,425,53.5,C,Am,x.3.2.0.1.x,x.0.2.2.1.x
25546,425,54.5,Am,Dm,x.0.2.2.1.x,x.x.0.2.3.1
25547,425,55.5,Dm,Gm,x.x.0.2.3.1,3.5.5.3.3.3
25550,425,58.5,Am,Gm,x.0.2.2.1.x,3.5.5.3.3.3
25552,425,60.5,C,Dm,x.3.2.0.1.x,x.x.0.2.3.1
25565,425,82.5,A,Dm,5.7.7.6.5.5,x.5.7.7.6.x
25566,425,83.5,Dm,F,x.5.7.7.6.x,1.3.3.2.1.1
25608,426,7.5,B5,F#5,x.2.4.x.x.x,2.4.x.x.x.x
25609,426,9.0,C#5,G#5,x.4.6.x.x.x,4.6.x.x.x.x
25610,426,8.5,F#5,C#5,2.4.x.x.x.x,x.4.6.x.x.x
25611,426,10.0,F#5,B5,2.4.x.x.x.x,x.2.4.x.x.x
25612,426,9.5,G#5,F#5,4.6.x.x.x.x,2.4.x.x.x.x
25620,426,19.0,E5,F#5,0.2.x.x.x.x,2.4.x.x.x.x
25621,426,18.5,F#5,E5,2.4.x.x.x.x,0.2.x.x.x.x
25623,426,23.5,E5,G#5,0.2.x.x.x.x,4.6.x.x.x.x
25624,426,24.5,G#5,E,4.6.x.x.x.x,0.2.2.1.0.0
25625,426,25.5,E,F#,0.2.2.1.0.0,2.4.4.3.2.2
25626,426,26.5,F#,E5,2.4.4.3.2.2,0.2.x.x.x.x
25627,426,27.5,E5,A5,0.2.x.x.x.x,x.0.2.x.x.x
25628,426,28.5,A5,B5,x.0.2.x.x.x,x.2.4.x.x.x
25629,426,29.5,B5,E5,x.2.4.x.x.x,0.2.x.x.x.x
25653,426,55.5,F#5,G#5,2.4.x.x.x.x,4.6.x.x.x.x
25697,426,106.5,B5,E5,x.2.4.x.x.x,0.7.9.9.x.x
25698,427,43.5,B,F#,x.2.4.4.4.2,2.4.4.3.2.2
25699,427,44.5,F#,C#m,2.4.4.3.2.2,x.4.6.6.5.4
25700,427,46.0,G#m,F#,4.6.6.4.4.4,2.4.4.3.2.2
25701,427,45.5,C#m,G#m,x.4.6.6.5.4,4.6.6.4.4.4
25705,427,51.0,Esus2,F#,0.2.4.4.0.0,2.4.4.3.2.2
25706,427,50.5,F#,Esus2,2.4.4.3.2.2,0.2.4.4.0.0
25707,427,51.5,F#,G#m,2.4.4.3.2.2,4.6.6.4.4.4
25709,427,52.5,G#m,Esus2,4.6.6.4.4.4,0.2.4.4.0.0
25710,427,53.5,F#,B,2.4.4.3.2.2,x.2.4.4.4.2
25712,427,54.5,B,Esus2,x.2.4.4.4.2,0.2.4.4.0.0
25714,427,56.5,G#m,E,4.6.6.4.4.4,0.2.2.1.0.0
25715,427,57.5,E,F#,0.2.2.1.0.0,2.4.4.3.2.2
25716,428,0.0,E5,G,0.2.2.x.x.x,3.2.0.0.x.x
25717,428,1.0,E5,A5,0.2.2.x.x.x,x.0.2.2.x.x
25718,428,0.5,G,E5,3.2.0.0.x.x,0.2.2.x.x.x
25719,428,1.5,A5,D5,x.0.2.2.x.x,x.x.0.2.3.x
25720,428,2.5,D5,E5,x.x.0.2.3.x,0.2.2.x.x.x
25722,428,3.5,E5,E5,0.2.2.x.x.x,0.2.2.x.x.x
25725,428,6.0,E5,D5,0.2.2.x.x.x,x.x.0.2.3.x
25726,428,5.5,A5,E5,x.0.2.2.x.x,0.2.2.x.x.x
25741,428,15.0,E5,D5,0.2.2.x.x.x,x.5.7.7.x.x
25743,428,15.5,D5,E5,x.5.7.7.x.x,0.7.9.9.x.x
25748,428,27.5,E5,D5,0.7.9.9.x.x,x.5.7.7.x.x
25753,428,32.5,A5,E5,x.0.2.2.x.x,0.7.9.9.x.x
25755,428,35.5,E5,A5,0.7.9.9.x.x,x.0.2.2.x.x
25770,428,68.5,B5,A5,x.2.4.4.x.x,x.0.2.2.x.x
25771,428,69.5,A5,B5,x.0.2.2.x.x,x.2.4.4.x.x
25776,428,74.5,B5,D5,x.2.4.4.x.x,x.5.7.7.x.x
25778,428,75.5,D5,E5,x.5.7.7.x.x,0.2.2.x.x.x
25810,428,116.5,E5,E5,0.2.2.x.x.x,0.7.9.9.x.x
25832,428,130.0,E,G,0.7.9.9.9.x,x.10.12.12.12.x
25833,428,129.5,E5,E,0.7.9.9.x.x,0.7.9.9.9.x
25834,428,131.0,E,A,0.7.9.9.9.x,5.7.7.6.5.x
25835,428,130.5,G,E,x.10.12.12.12.x,0.7.9.9.9.x
25836,428,131.5,A,E,5.7.7.6.5.x,0.7.9.9.9.x
25837,428,133.0,D,E,x.5.7.7.7.x,0.7.9.9.9.x
25838,428,132.5,E,D,0.7.9.9.9.x,x.5.7.7.7.x
25840,428,133.5,D5,E,x.5.7.7.x.x,0.7.9.9.9.x
25844,428,135.5,A,E5,5.7.7.6.5.x,0.7.9.9.x.x
25847,429,0.5,C,Dm/C,x.3.2.0.1.0,x.3.0.2.3.1
25848,429,1.5,Dm/C,G7/B,x.3.0.2.3.1,x.2.0.0.3.1
25849,429,2.5,G7/B,C,x.2.0.0.3.1,x.3.2.0.1.0
25850,429,3.5,C,Am/C,x.3.2.0.1.0,8.7.7.x.5.5
25851,429,4.5,Am/C,D/C,8.7.7.x.5.5,x.3.4.2.3.2
25852,429,5.5,D/C,G/B,x.3.4.2.3.2,x.2.0.0.3.3
25853,429,6.5,G/B,C/B,x.2.0.0.3.3,x.2.2.0.1.0
25854,429,7.5,C/B,Am7,x.2.2.0.1.0,x.0.2.0.1.0
25855,429,8.5,Am7,D7/A,x.0.2.0.1.0,x.0.0.2.1.2
25856,429,9.5,D7/A,G,x.0.0.2.1.2,3.x.0.0.0.3
25857,429,10.5,G,Gdim7,3.x.0.0.0.3,3.x.2.3.2.0
25858,429,11.5,Gdim7,Dm/F,3.x.2.3.2.0,1.x.0.2.3.1
25859,429,12.5,Dm/F,Fdim7,1.x.0.2.3.1,1.x.0.1.0.1
25860,429,13.5,Fdim7,C/E,1.x.0.1.0.1,0.x.2.0.1.3
25861,429,14.5,C/E,F/E,0.x.2.0.1.3,0.x.3.2.1.1
25862,429,15.5,F/E,F6,0.x.3.2.1.1,1.x.0.2.1.1
25863,429,16.5,F6,G7,1.x.0.2.1.1,3.x.0.0.0.1
25864,429,17.5,G7,C,3.x.0.0.0.1,x.3.2.0.1.0
25865,429,18.5,C,C7(no5),x.3.2.0.1.0,x.3.2.3.1.0
25866,429,19.5,C7(no5),F7M,x.3.2.3.1.0,1.x.3.2.1.0
25867,429,20.5,F7M,F#dim7,1.x.3.2.1.0,2.3.4.2.4.x
25868,429,21.5,F#dim7,Fm6/Ab,2.3.4.2.4.x,4.5.3.5.3.x
25869,429,22.5,Fm6/Ab,G7,4.5.3.5.3.x,3.5.3.4.3.x
25870,429,23.5,G7,C/G,3.5.3.4.3.x,3.x.2.0.1.0
25871,429,24.5,C/G,G7sus4,3.x.2.0.1.0,3.x.0.0.1.1
25872,429,25.5,G7sus4,G7,3.x.0.0.1.1,3.x.0.0.0.1
25873,429,26.5,G7,Adim7/G,3.x.0.0.0.1,3.x.1.2.1.2
25874,429,27.5,Adim7/G,C/G,3.x.1.2.1.2,3.x.2.0.1.3
25875,429,28.5,C/G,G7sus4,3.x.2.0.1.3,3.x.0.0.1.1
25877,429,30.5,G7,C7(no5),3.x.0.0.0.1,x.3.2.3.1.0
25878,429,31.5,C7(no5),F/C,x.3.2.3.1.0,x.3.3.2.1.1
25879,430,13.0,C5,G5/D,x.3.5.5.x.x,x.5.5.7.8.x
25880,430,14.0,C5,C/G,x.3.5.5.x.x,x.x.5.5.5.8
25881,430,13.5,G5/D,C5,x.5.5.7.8.x,x.3.5.5.x.x
25883,430,14.5,C/G,C5,x.x.5.5.5.8,x.3.5.5.x.x
25884,430,16.0,Bb5,F5/C,x.1.3.3.x.x,x.3.3.5.6.x
25885,430,15.5,G5/D,Bb5,x.5.5.7.8.x,x.1.3.3.x.x
25900,431,6.5,A,G6/A,x.0.7.6.5.0,x.0.5.4.3.0
25901,431,7.5,G6/A,A,x.0.5.4.3.0,x.0.7.6.5.0
25940,432,17.0,D5/A,E,x.0.0.2.3.x,x.x.2.1.0.0
25941,432,18.0,A/E,E/G#,x.x.2.2.2.x,x.x.6.4.5.x
25942,432,17.5,E,A/E,x.x.2.1.0.0,x.x.2.2.2.x
25943,432,19.0,D/F#,A5,x.x.4.2.3.x,x.0.2.2.x.x
25944,432,18.5,E/G#,D/F#,x.x.6.4.5.x,x.x.4.2.3.x
25946,432,19.5,A5,A/E,x.0.2.2.x.x,x.x.2.2.2.x
25949,432,36.0,A5,E5,x.0.2.2.x.x,x.x.2.4.5.x
25950,432,37.0,D5/A,A5,x.0.0.2.3.x,x.0.2.2.x.x
25951,432,36.5,E5,D5/A,x.x.2.4.5.x,x.0.0.2.3.x
25952,432,38.0,F#5,D5,2.4.x.x.x.x,x.x.0.2.3.x
25953,432,37.5,A5,F#5,x.0.2.2.x.x,2.4.x.x.x.x
25954,432,40.0,F#5,D5/A,2.4.x.x.x.x,x.0.0.2.3.x
25955,432,42.0,A5,E5,x.0.2.2.x.x,0.2.2.x.x.x
25956,432,46.0,A5,E,x.0.2.2.x.x,x.x.2.1.0.0
25957,432,48.0,F#5,A5,2.4.x.x.x.x,x.0.2.2.x.x
25960,432,49.5,E5,F#5,0.2.2.x.x.x,2.4.x.x.x.x
25962,432,94.0,F#m/C#,E/B,9.9.11.11.10.x,7.7.9.9.9.x
25963,432,95.0,D/A,C#5,5.5.7.7.7.x,x.4.6.6.x.x
25964,432,94.5,E/B,D/A,7.7.9.9.9.x,5.5.7.7.7.x
25965,432,95.5,C#5,B5,x.4.6.6.x.x,x.2.4.4.x.x
25966,432,96.5,B5,F#m,x.2.4.4.x.x,2.4.4.2.2.2
25968,432,97.5,F#m,F#m/C#,2.4.4.2.2.2,9.9.11.11.10.x
25984,432,108.5,B5,E,x.2.4.4.x.x,x.x.2.1.0.0
25985,433,13.5,C#m7,Bsus4,x.4.2.4.0.0,x.2.4.4.0.0
25986,433,14.5,Bsus4,Asus2,x.2.4.4.0.0,x.0.2.4.0.0
25991,434,5.5,C/F,F,x.x.3.0.1.0,x.x.3.2.1.1
25992,434,8.5,Bb,F,x.1.3.3.3.x,x.x.3.2.1.x
25993,434,10.0,Csus4/F,F,x.x.3.0.1.x,x.x.3.2.1.x
25994,434,9.5,F,Csus4/F,x.x.3.2.1.x,x.x.3.0.1.x
25995,434,12.5,Bb5,F5,x.1.3.x.x.x,1.3.x.x.x.x
25996,434,17.0,Csus4/F,F,x.x.3.0.1.x,x.x.3.2.1.1
25998,434,18.5,F,Bb5,x.x.3.2.1.x,x.1.3.x.x.x
25999,434,21.0,C5,F5,x.3.5.x.x.x,1.3.x.x.x.x
26000,434,24.0,Bb,C5,x.1.3.3.3.x,x.3.5.5.x.x
26001,434,24.5,C5,F5,x.3.5.5.x.x,x.8.10.x.x.x
